,FullTokens,FullSinhalaTokens,FullEnglishTokens,IsHateSpeech
209,"['යක්කු', 'ලජ්ජා', 'කරන්න', 'මුන්ට', 'සමානකරලා']","['යක්කු', 'ලජ්ජා', 'කරන්න', 'මුන්ට', 'සමානකරලා']",[],YES
210,"['ඒකෙන්', 'මේකෙන්', 'උනේ', 'ගීත', 'නමටහරි', 'හිටිය', 'මිනිහ', 'නැතිවුන', 'එක', 'විතරයි']","['ඒකෙන්', 'මේකෙන්', 'උනේ', 'ගීත', 'නමටහරි', 'හිටිය', 'මිනිහ', 'නැතිවුන', 'එක', 'විතරයි']",[],NO
211,"['මුන්', 'ගෙන්', 'ඇති', 'වැඩක්', 'නැ', 'උනාට', 'ඉඩල', 'හිටලා', 'වැදගත්', 'දෙවලුත්', 'නොකිය', 'වම', 'නෙවෙයි']","['මුන්', 'ගෙන්', 'ඇති', 'වැඩක්', 'නැ', 'උනාට', 'ඉඩල', 'හිටලා', 'වැදගත්', 'දෙවලුත්', 'නොකිය', 'වම', 'නෙවෙයි']",[],YES
212,"['e', 'karpu', 'kathwa', 'nm', 'wedagthm', 'kiuwath', 'oyala']",[],"['e', 'karpu', 'kathwa', 'nm', 'wedagthm', 'kiuwath', 'oyala']",NO
213,"['oshadhi', 'adui', 'hama', 'gahapu', 'issek', 'wage']",[],"['oshadhi', 'adui', 'hama', 'gahapu', 'issek', 'wage']",YES
214,"['බයිසන්ලට', 'සුරංගනාවියන්']","['බයිසන්ලට', 'සුරංගනාවියන්']",[],YES
215,"['මීට', 'කලින්', 'දැකලැ', 'නැ']","['මීට', 'කලින්', 'දැකලැ', 'නැ']",[],NO
216,"['මටනම්', 'හිතෙන්න', 'මිනිහා', 'ඇත්ත', 'ඩයල්', 'එක', 'කියලා']","['මටනම්', 'හිතෙන්න', 'මිනිහා', 'ඇත්ත', 'ඩයල්', 'එක', 'කියලා']",[],NO
217,"['දුප්පත්', 'මිනිසුන්', 'සියගනනකට', 'පැල්පතක', 'තනාදෙන්න', 'තීබු', 'අපුරුව']","['දුප්පත්', 'මිනිසුන්', 'සියගනනකට', 'පැල්පතක', 'තනාදෙන්න', 'තීබු', 'අපුරුව']",[],NO
218,"['oka', 'light', 'bala', 'bala', 'cheeneta', 'naya', 'gewamu']",[],"['oka', 'light', 'bala', 'bala', 'cheeneta', 'naya', 'gewamu']",YES
219,"['පිහි', 'ඇනුම', 'ගුටි', 'කෙලි', 'ඇතුලු', 'විනෝද', 'ක්\u200dරීඩා', 'රැසකුත්', 'ඇති', 'නෙහ්']","['පිහි', 'ඇනුම', 'ගුටි', 'කෙලි', 'ඇතුලු', 'විනෝද', 'ක්\u200dරීඩා', 'රැසකුත්', 'ඇති', 'නෙහ්']",[],YES
220,"['කෑමකඩත්', 'තියෙනව', 'tomorrowland', 'වගේද', 'festival', 'එක', 'hardwell', 'mashmellow', 'එනව', 'edm', 'කරන්න']","['කෑමකඩත්', 'තියෙනව', 'වගේද', 'එක', 'එනව', 'කරන්න']","['tomorrowland', 'festival', 'hardwell', 'mashmellow', 'edm']",NO
221,"['මෙක', 'ගෑන', 'දන්න', 'එකෙක්', 'කියපන්', 'දන්න', 'එකෙක්', 'කන්ටැක්', 'කර', 'ගන්න', 'ඔනී']","['මෙක', 'ගෑන', 'දන්න', 'එකෙක්', 'කියපන්', 'දන්න', 'එකෙක්', 'කන්ටැක්', 'කර', 'ගන්න', 'ඔනී']",[],NO
222,"['ඊළඟ', 'මේවල', 'සාමාන්\u200dය', 'මිනිස්සුන්', 'යන්න', 'බැරි', 'විදිහට', 'ගණන්', 'වැඩි', 'විශේෂ', 'ටිකට', 'එකක්', 'නිකුත්', 'කරන්න', 'ඕනේ']","['ඊළඟ', 'මේවල', 'සාමාන්\u200dය', 'මිනිස්සුන්', 'යන්න', 'බැරි', 'විදිහට', 'ගණන්', 'වැඩි', 'විශේෂ', 'ටිකට', 'එකක්', 'නිකුත්', 'කරන්න', 'ඕනේ']",[],NO
223,"['දවස', 'අන්තිමේ', 'යාඩ්', 'එකට', 'ගෙනල්ල', 'නැවැත්තුවාම', 'ආරක්ෂාවත්', 'වැඩි', 'කරන්න', 'වෙනවා', 'රෑට', 'ෆෑන්', 'පන්නන', 'අයත්', 'ඉන්න', 'පුළුවන්', 'නේ']","['දවස', 'අන්තිමේ', 'යාඩ්', 'එකට', 'ගෙනල්ල', 'නැවැත්තුවාම', 'ආරක්ෂාවත්', 'වැඩි', 'කරන්න', 'වෙනවා', 'රෑට', 'ෆෑන්', 'පන්නන', 'අයත්', 'ඉන්න', 'පුළුවන්', 'නේ']",[],NO
224,"['මේවා', 'ඇතුල', 'සතියක', 'දෙසැරයක්', 'පිරිසිදු', 'කරන්න', 'ඕනේ', 'විශේෂයෙන්', 'ටොයිලට්', 'මසෙට', 'දෙසැරයක්', 'ක්ලීන්', 'කරන්න', 'ඕනේ', 'එහෙම', 'කලොත්', 'අවුරුදු', 'ක්', 'ලස්සනට', 'තියාගතහැකි']","['මේවා', 'ඇතුල', 'සතියක', 'දෙසැරයක්', 'පිරිසිදු', 'කරන්න', 'ඕනේ', 'විශේෂයෙන්', 'ටොයිලට්', 'මසෙට', 'දෙසැරයක්', 'ක්ලීන්', 'කරන්න', 'ඕනේ', 'එහෙම', 'කලොත්', 'අවුරුදු', 'ක්', 'ලස්සනට', 'තියාගතහැකි']",[],NO
225,"['ලංකා', 'ඕව', 'හරියන්නෙ', 'බන්අපි', 'සුපෝකබෝගී', 'දේවල', 'විදින්', 'කලින්', 'අපේ', 'මනස', 'හුරුකරගන්න', 'උන්ටත්', 'ඒක', 'විදින්', 'ඉතුරුකරල', 'යන්නඅපි', 'සිංහලනෙසිංහයන්ගෙන්ලුනෙ', 'පැවතගෙන', 'එන්නෙඅපිට', 'ප්\u200dරෙන්අපිට', 'වනන්තර', 'ඒව', 'ගෙනත්', 'දෙන්නඒවනම්', 'යනවමම', 'දැකල', 'තියනවනෙ', 'අලුතින්', 'ගෙනාපු', 'කෝච්චි', 'වලට', 'අපේ', 'ඔපිස්', 'යන', 'සෙට්ට්\u200dරිප්', 'යන', 'සෙට්සිගිති', 'පාතාල', 'කාරයො', 'කරන', 'වැඩබොකක්', 'ලෝඩ්වෙලා', 'කෝච්චියෙ', 'ටොයිලට්', 'එකට', 'ගියොත්', 'පුදුම', 'හාස්කමක්', 'වෙන්නෙබොක', 'නැතිවෙනවඑක්කෝ', 'බොක', 'කටින්', 'යන්න', 'එනව']","['ලංකා', 'ඕව', 'හරියන්නෙ', 'බන්අපි', 'සුපෝකබෝගී', 'දේවල', 'විදින්', 'කලින්', 'අපේ', 'මනස', 'හුරුකරගන්න', 'උන්ටත්', 'ඒක', 'විදින්', 'ඉතුරුකරල', 'යන්නඅපි', 'සිංහලනෙසිංහයන්ගෙන්ලුනෙ', 'පැවතගෙන', 'එන්නෙඅපිට', 'ප්\u200dරෙන්අපිට', 'වනන්තර', 'ඒව', 'ගෙනත්', 'දෙන්නඒවනම්', 'යනවමම', 'දැකල', 'තියනවනෙ', 'අලුතින්', 'ගෙනාපු', 'කෝච්චි', 'වලට', 'අපේ', 'ඔපිස්', 'යන', 'සෙට්ට්\u200dරිප්', 'යන', 'සෙට්සිගිති', 'පාතාල', 'කාරයො', 'කරන', 'වැඩබොකක්', 'ලෝඩ්වෙලා', 'කෝච්චියෙ', 'ටොයිලට්', 'එකට', 'ගියොත්', 'පුදුම', 'හාස්කමක්', 'වෙන්නෙබොක', 'නැතිවෙනවඑක්කෝ', 'බොක', 'කටින්', 'යන්න', 'එනව']",[],YES
226,"['ඒකටනම්', 'දුම්\u200dරිය', 'දෙපාර්තුමේන්තු', 'වගකිය', 'ඕනකෝච්චිය', 'රෑ', 'අවසාන', 'ට්\u200dරිප්', 'එක', 'ගිහින්', 'ආවහම', 'නඩත්තුව', 'නැතුව', 'ආපහු', 'පහුවදා', 'උදේ', 'එන්ජිම', 'පැත්තට', 'අමුනල', 'ඇදගෙන', 'එනව', 'මටනම්', 'පේන්නෙඒකට', 'වරදක්', 'කියන්නත්', 'බංහරියට', 'maintenance', 'කරන්න', 'සේවකයො', 'ගන්න', 'ඕනඋන්ට', 'පඩිය', 'ගෙවන්න', 'ඕනඒව', 'කොරන්න', 'කොහෙඩ', 'රටට', 'සල්ලිරටින්', 'ගන්න', 'ණය', 'අදාර', 'ඔක්කොම', 'ගිහිනුත්', 'මදි', 'පාර්ලිමේන්තුව', 'නඩත්තු', 'කරන්නමට', 'තේරෙන්න', 'නෑකතා', 'කරල', 'වැඩක්', 'නෑමේ', 'කෝච්චියෙ', 'යන්න', 'ටයි', 'කරන්න', 'ප්\u200dරෙන්', 'තෙප්පමක්', 'හදාගෙන', 'කමක්', 'ජීවත්', 'වෙන්න', 'පුලුවන්', 'රටකට', 'පලයල්ල']","['ඒකටනම්', 'දුම්\u200dරිය', 'දෙපාර්තුමේන්තු', 'වගකිය', 'ඕනකෝච්චිය', 'රෑ', 'අවසාන', 'ට්\u200dරිප්', 'එක', 'ගිහින්', 'ආවහම', 'නඩත්තුව', 'නැතුව', 'ආපහු', 'පහුවදා', 'උදේ', 'එන්ජිම', 'පැත්තට', 'අමුනල', 'ඇදගෙන', 'එනව', 'මටනම්', 'පේන්නෙඒකට', 'වරදක්', 'කියන්නත්', 'බංහරියට', 'කරන්න', 'සේවකයො', 'ගන්න', 'ඕනඋන්ට', 'පඩිය', 'ගෙවන්න', 'ඕනඒව', 'කොරන්න', 'කොහෙඩ', 'රටට', 'සල්ලිරටින්', 'ගන්න', 'ණය', 'අදාර', 'ඔක්කොම', 'ගිහිනුත්', 'මදි', 'පාර්ලිමේන්තුව', 'නඩත්තු', 'කරන්නමට', 'තේරෙන්න', 'නෑකතා', 'කරල', 'වැඩක්', 'නෑමේ', 'කෝච්චියෙ', 'යන්න', 'ටයි', 'කරන්න', 'ප්\u200dරෙන්', 'තෙප්පමක්', 'හදාගෙන', 'කමක්', 'ජීවත්', 'වෙන්න', 'පුලුවන්', 'රටකට', 'පලයල්ල']",['maintenance'],NO
227,"['comment', 'වල', 'තියෙන', 'අදහස්', 'facebook', 'එක', 'ඇතුලේම', 'පල්', 'නොකර', 'ස්ටේෂන්', 'වලයි', 'දුම්රිය', 'මැදිරි', 'ඇතුලෙයි', 'මිනිස්සුන්', 'දැනෙන', 'විදිහට', 'display', 'කළා', 'භාෂා', 'න්ම', 'පින්තූරත්', 'පොඩි', 'වෙනසක', 'දකින්න', 'පුළුවන්']","['වල', 'තියෙන', 'අදහස්', 'එක', 'ඇතුලේම', 'පල්', 'නොකර', 'ස්ටේෂන්', 'වලයි', 'දුම්රිය', 'මැදිරි', 'ඇතුලෙයි', 'මිනිස්සුන්', 'දැනෙන', 'විදිහට', 'කළා', 'භාෂා', 'න්ම', 'පින්තූරත්', 'පොඩි', 'වෙනසක', 'දකින්න', 'පුළුවන්']","['comment', 'facebook', 'display']",NO
228,"['පොටෝ', 'ටිකම', 'මාසයකින්', 'අරන්', 'බලන්න', 'සීට්', 'ටිකයි', 'එන්ජිමයි', 'විතරයි', 'ඉතුරු', 'ඔක්කොම', 'ගලවන', 'සත්තයි', 'අපේ', 'එඋන්']","['පොටෝ', 'ටිකම', 'මාසයකින්', 'අරන්', 'බලන්න', 'සීට්', 'ටිකයි', 'එන්ජිමයි', 'විතරයි', 'ඉතුරු', 'ඔක්කොම', 'ගලවන', 'සත්තයි', 'අපේ', 'එඋන්']",[],NO
229,"['සාමාන්\u200dය', 'මිනිස්සුන්', 'පරිස්සම්', 'කරගන්න', 'පුලුවන්', 'කෝච්චි', 'වල', 'යන', 'ඔෆිස්', 'සෙට්', 'එක', 'කියලා', 'අමුතු', 'සත්තු', 'ජාතියක්', 'උන්', 'කන', 'දේ', 'එකෙම', 'දානවා', 'හොර', 'ගෑනු', 'එකතු', 'වෙලා', 'සීට්', 'හුරනවා', 'ගොඩක්ම', 'කෝච්චි', 'විනස', 'කරන්නේ', 'අහිගුන්ටකයෝ']","['සාමාන්\u200dය', 'මිනිස්සුන්', 'පරිස්සම්', 'කරගන්න', 'පුලුවන්', 'කෝච්චි', 'වල', 'යන', 'ඔෆිස්', 'සෙට්', 'එක', 'කියලා', 'අමුතු', 'සත්තු', 'ජාතියක්', 'උන්', 'කන', 'දේ', 'එකෙම', 'දානවා', 'හොර', 'ගෑනු', 'එකතු', 'වෙලා', 'සීට්', 'හුරනවා', 'ගොඩක්ම', 'කෝච්චි', 'විනස', 'කරන්නේ', 'අහිගුන්ටකයෝ']",[],YES
230,"['විනයක්', 'නැති', 'පිරහෙමින්', 'තිබෙන', 'ජාතිය', 'බදු', 'මුදල්', 'වලින්', 'ගන්නා', 'මේවා', 'කොපමන', 'කල්', 'රැකගනීවිද', 'මන්දා', 'මිනිසුනේ', 'පොදු', 'දේපල', 'රැකගනිව්', 'බලි', 'කුරුටු', 'ගා', 'අපවිත්\u200dර', 'නොකරව්']","['විනයක්', 'නැති', 'පිරහෙමින්', 'තිබෙන', 'ජාතිය', 'බදු', 'මුදල්', 'වලින්', 'ගන්නා', 'මේවා', 'කොපමන', 'කල්', 'රැකගනීවිද', 'මන්දා', 'මිනිසුනේ', 'පොදු', 'දේපල', 'රැකගනිව්', 'බලි', 'කුරුටු', 'ගා', 'අපවිත්\u200dර', 'නොකරව්']",[],YES
231,"['ෂීට්', 'කඩලා', 'ජරා', 'කරන', 'එකෙක්', 'දැක්කොත්', 'පොන්නයෝ', 'බලන්', 'ඉන්නැතුව', 'අත', 'පුරෝල', 'කන', 'පැලෙන්න', 'ගහපන්', 'උන්ටත්', 'පෙන්න']","['ෂීට්', 'කඩලා', 'ජරා', 'කරන', 'එකෙක්', 'දැක්කොත්', 'පොන්නයෝ', 'බලන්', 'ඉන්නැතුව', 'අත', 'පුරෝල', 'කන', 'පැලෙන්න', 'ගහපන්', 'උන්ටත්', 'පෙන්න']",[],YES
232,"['මගිජනතාව', 'වගේම', 'දුමිරිය', 'දෙපාර්තමේන්තු', 'සේවකයන්', 'තුත්', 'මෙය', 'රැකගන්න', 'කටයුතු', 'කලයුතු', 'ගමන්', 'වාරයක්', 'අවසන', 'දුමිරිය', 'මැදිරි', 'හොඳ', 'පිරිසිදු', 'කර', 'අඩුපාඩු', 'සැකසිය', 'යුතුයිි', 'දැන්', 'බලන්න', 'රැහුනු', 'කුමාරි', 'ගාලුකුමාරි', 'ෆැන්', 'වැඩ', 'නැ', 'මකුනුදැල්', 'බැදිල', 'හුඩි', 'එක', 'දුවිලිවලින්', 'පිරිලමෙව', 'රැකගන්න', 'දෙගොල්ල', 'දායක', 'වියයුතුමයි']","['මගිජනතාව', 'වගේම', 'දුමිරිය', 'දෙපාර්තමේන්තු', 'සේවකයන්', 'තුත්', 'මෙය', 'රැකගන්න', 'කටයුතු', 'කලයුතු', 'ගමන්', 'වාරයක්', 'අවසන', 'දුමිරිය', 'මැදිරි', 'හොඳ', 'පිරිසිදු', 'කර', 'අඩුපාඩු', 'සැකසිය', 'යුතුයිි', 'දැන්', 'බලන්න', 'රැහුනු', 'කුමාරි', 'ගාලුකුමාරි', 'ෆැන්', 'වැඩ', 'නැ', 'මකුනුදැල්', 'බැදිල', 'හුඩි', 'එක', 'දුවිලිවලින්', 'පිරිලමෙව', 'රැකගන්න', 'දෙගොල්ල', 'දායක', 'වියයුතුමයි']",[],NO
233,"['dubai', 'wala', 'thiyana', 'awaga', 'kama', 'kana', 'ak', 'thahanamaduma', 'tharama', 'chuingam', 'wath', 'kanda', 'baaka', 'hama', 'thama', 'camara', 'thiyanawalagatama', 'avith', 'dada', 'gahanakn', 'dannanaapa', 'minissu', 'wanas', 'karandaamaruiakata', 'hodama', 'da', 'hariyata', 'nithi', 'hadanda', 'onaowata', 'athokota', 'nikamma', 'purudu', 'wanawa']",[],"['dubai', 'wala', 'thiyana', 'awaga', 'kama', 'kana', 'ak', 'thahanamaduma', 'tharama', 'chuingam', 'wath', 'kanda', 'baaka', 'hama', 'thama', 'camara', 'thiyanawalagatama', 'avith', 'dada', 'gahanakn', 'dannanaapa', 'minissu', 'wanas', 'karandaamaruiakata', 'hodama', 'da', 'hariyata', 'nithi', 'hadanda', 'onaowata', 'athokota', 'nikamma', 'purudu', 'wanawa']",NO
234,"['අපේ', 'එවු', 'ලියන්න', 'සිට්', 'ඉරන්න', 'කඩල', 'කන්න', 'බඩ', 'ඉරුගු', 'කන්න', 'එ', 'කාපු', 'එවා', 'දලා', 'යන්නට්\u200dර්ප්', 'ගිහිල්ලා', 'බොක', 'කරලා', 'එන්න', 'ආපු', 'අලුත', 'භාන්ඩේ', 'දැන්', 'කියන්න', 'අපො', 'ඉංදියන්', 'ජාරාව', 'කියලා', 'ඉස්සල්ලා', 'පුරුදු', 'වේයල්ලා', 'කඩල', 'ගොටු', 'කුනු', 'මල', 'ජාරාව', 'මානසික', 'ලෙඩ්ඩු', 'ලියන', 'එවා', 'නවත්තන්න', 'හොයපල්ලා', 'ඇද', 'කුද']","['අපේ', 'එවු', 'ලියන්න', 'සිට්', 'ඉරන්න', 'කඩල', 'කන්න', 'බඩ', 'ඉරුගු', 'කන්න', 'එ', 'කාපු', 'එවා', 'දලා', 'යන්නට්\u200dර්ප්', 'ගිහිල්ලා', 'බොක', 'කරලා', 'එන්න', 'ආපු', 'අලුත', 'භාන්ඩේ', 'දැන්', 'කියන්න', 'අපො', 'ඉංදියන්', 'ජාරාව', 'කියලා', 'ඉස්සල්ලා', 'පුරුදු', 'වේයල්ලා', 'කඩල', 'ගොටු', 'කුනු', 'මල', 'ජාරාව', 'මානසික', 'ලෙඩ්ඩු', 'ලියන', 'එවා', 'නවත්තන්න', 'හොයපල්ලා', 'ඇද', 'කුද']",[],YES
235,"['කොච්චිය', 'අගුලාන', 'කොරලවෙල්ල', 'මොරටුව', 'එ', 'දුම්රිය', 'ස්තාන', 'වල', 'නවත්තන්න', 'කොච්චියේ', 'තියන', 'සෙප', 'පහසුකම්', 'මාසයක්', 'යනකොට', 'එ', 'පෙත්තේ', 'ගෙවල්', 'වල', 'තියෙයි']","['කොච්චිය', 'අගුලාන', 'කොරලවෙල්ල', 'මොරටුව', 'එ', 'දුම්රිය', 'ස්තාන', 'වල', 'නවත්තන්න', 'කොච්චියේ', 'තියන', 'සෙප', 'පහසුකම්', 'මාසයක්', 'යනකොට', 'එ', 'පෙත්තේ', 'ගෙවල්', 'වල', 'තියෙයි']",[],NO
236,"['යන', 'එවුන්ටයි', 'කියන්නේ', 'තරම්', 'options', 'අවත්', 'කමක්', 'එවගේ', 'විදිහිට', 'ගිහින්', 'එක', 'පරිස්සමෙන්', 'පාවිච්චි', 'කරන්න', 'අපේ', 'දෙවල', 'රැක', 'ගන්න']","['යන', 'එවුන්ටයි', 'කියන්නේ', 'තරම්', 'අවත්', 'කමක්', 'එවගේ', 'විදිහිට', 'ගිහින්', 'එක', 'පරිස්සමෙන්', 'පාවිච්චි', 'කරන්න', 'අපේ', 'දෙවල', 'රැක', 'ගන්න']",['options'],NO
237,"['යකෝ', 'එකාම', 'කියන්නෙ', 'සතියෙ', 'කයි', 'කියලා', 'බලන්', 'යද්දි', 'මෙව්වා', 'කන්ඩ', 'එකෙක්', 'නෑනෙ']","['යකෝ', 'එකාම', 'කියන්නෙ', 'සතියෙ', 'කයි', 'කියලා', 'බලන්', 'යද්දි', 'මෙව්වා', 'කන්ඩ', 'එකෙක්', 'නෑනෙ']",[],YES
238,"['usb', 'port', 'එකෙ', 'චුයින්ගම්', 'අලවාවිවඩේ', 'කාල', 'කර්ටන්', 'එකේ', 'අත', 'පිහිදලාකම්මැලිකමට', 'sheet', 'එක', 'කුශන්', 'කෑලි', 'කඩලාtv', 'එක', 'කැඩුන', 'කියල', 'පොඩි', 'අව්ලක්', 'හදල', 'රෙපයාර්', 'කරන', 'එඋන්', 'ගෙදර', 'ගෙනියලාfan', 'ගලවල', 'ටිකට', 'කවුන්ටරෙට', 'සෙට්', 'කරලාටොයිලට්', 'වටේ', 'ජරා', 'කරලා', 'ස්ටෙසමේ', 'නවත්තනකොටම', 'සුද්ද', 'කරන්න', 'නගින', 'සෙට්', 'එකක්', 'ඉන්නොනෙ', 'බූමිතෙල්', 'වැදිච්ච', 'ගැරඩි', 'cleaners', 'ලාඋන්', 'ඕකෙ', 'තීන', 'කුනු', 'පේන', 'අතුගාල', 'අනිත්ව', 'ශීටඅස්සට', 'තල්ලු', 'කරල', 'ලොකුම', 'සේවය', 'කරන්නෙ']","['එකෙ', 'චුයින්ගම්', 'අලවාවිවඩේ', 'කාල', 'කර්ටන්', 'එකේ', 'අත', 'පිහිදලාකම්මැලිකමට', 'එක', 'කුශන්', 'කෑලි', 'කඩලාtv', 'එක', 'කැඩුන', 'කියල', 'පොඩි', 'අව්ලක්', 'හදල', 'රෙපයාර්', 'කරන', 'එඋන්', 'ගෙදර', 'ගෙනියලාfan', 'ගලවල', 'ටිකට', 'කවුන්ටරෙට', 'සෙට්', 'කරලාටොයිලට්', 'වටේ', 'ජරා', 'කරලා', 'ස්ටෙසමේ', 'නවත්තනකොටම', 'සුද්ද', 'කරන්න', 'නගින', 'සෙට්', 'එකක්', 'ඉන්නොනෙ', 'බූමිතෙල්', 'වැදිච්ච', 'ගැරඩි', 'ලාඋන්', 'ඕකෙ', 'තීන', 'කුනු', 'පේන', 'අතුගාල', 'අනිත්ව', 'ශීටඅස්සට', 'තල්ලු', 'කරල', 'ලොකුම', 'සේවය', 'කරන්නෙ']","['usb', 'port', 'sheet', 'cleaners']",YES
239,"['ඕක', 'සතියයි', 'ඉවරයි', 'ගාගා', 'කමෙන්ට්', 'දාන්නේ', 'පිටරට', 'උන්', 'වෙන්නැති', 'දැන්']","['ඕක', 'සතියයි', 'ඉවරයි', 'ගාගා', 'කමෙන්ට්', 'දාන්නේ', 'පිටරට', 'උන්', 'වෙන්නැති', 'දැන්']",[],YES
240,"['අපේ', 'මහින්ද', 'මහත්තය', 'ඇවිත', 'මාසයයි', 'එයාගෙ', 'වැඩටොයියොන්ට', 'ජෙප්පොන්ට', 'පේන්න', 'ලයික්', 'එකක්', 'දාන්']","['අපේ', 'මහින්ද', 'මහත්තය', 'ඇවිත', 'මාසයයි', 'එයාගෙ', 'වැඩටොයියොන්ට', 'ජෙප්පොන්ට', 'පේන්න', 'ලයික්', 'එකක්', 'දාන්']",[],YES
241,"['මට', 'තියෙන', 'ප්\u200dරශ්නේ', 'ටීවි', 'එක', 'අඩු', 'වැඩි', 'කරන', 'සුවිච්', 'එකෙන්', 'අපේ', 'උන්', 'ආතල්', 'ගනීද', 'කියලා']","['මට', 'තියෙන', 'ප්\u200dරශ්නේ', 'ටීවි', 'එක', 'අඩු', 'වැඩි', 'කරන', 'සුවිච්', 'එකෙන්', 'අපේ', 'උන්', 'ආතල්', 'ගනීද', 'කියලා']",[],NO
242,"['mewa', 'thiyana', 'widiyata', 'keedawasak', 'thiyaganna', 'puluwan', 'weida', 'ape', 'moda', 'noogathun', 'ekka']",[],"['mewa', 'thiyana', 'widiyata', 'keedawasak', 'thiyaganna', 'puluwan', 'weida', 'ape', 'moda', 'noogathun', 'ekka']",YES
243,"['wadenam', 'hondai', 'eth', 'ape', 'minisunge', 'winayath', 'ekka', 'mewa', 'araksha', 'karaganida']",[],"['wadenam', 'hondai', 'eth', 'ape', 'minisunge', 'winayath', 'ekka', 'mewa', 'araksha', 'karaganida']",NO
244,"['අපේ', 'රටට', 'ඕව', 'හරියන්', 'මිනිස්සු', 'අඩුයි', 'දැන්', 'වගේම', 'සමහරුන්ට', 'මොලයක්', 'මේක', 'නඩත්තු', 'වෙන්නෙ', 'අපේ', 'බදු', 'මුදලින්', 'කියල', 'ඒක', 'මේව', 'උපරිම', 'මාසයයි', 'පිලිවෙලට', 'තියෙන්න']","['අපේ', 'රටට', 'ඕව', 'හරියන්', 'මිනිස්සු', 'අඩුයි', 'දැන්', 'වගේම', 'සමහරුන්ට', 'මොලයක්', 'මේක', 'නඩත්තු', 'වෙන්නෙ', 'අපේ', 'බදු', 'මුදලින්', 'කියල', 'ඒක', 'මේව', 'උපරිම', 'මාසයයි', 'පිලිවෙලට', 'තියෙන්න']",[],NO
245,"['මාස', 'කීයක්', 'පිලිවෙලට', 'තියෙයි', 'දන්නෙ', 'නෑඕක', 'ඇතුලේ', 'කෑලි', 'ටිකත්', 'ගලවගෙන', 'නොගියොත්', 'පුදුම']","['මාස', 'කීයක්', 'පිලිවෙලට', 'තියෙයි', 'දන්නෙ', 'නෑඕක', 'ඇතුලේ', 'කෑලි', 'ටිකත්', 'ගලවගෙන', 'නොගියොත්', 'පුදුම']",[],NO
246,"['ඕවා', 'සාමාන්\u200dය', 'මගී', 'ජනතාවට', 'යන්න', 'ගෙන්නපුව', 'නෙවෙයි', 'මේවා', 'ගෙන්නන', 'එවුන්ව', 'කාර්\u200dයාල', 'දුම්\u200d', 'රියක', 'දවසක', 'යවන්න', 'දුම්', 'රිය', 'ගාස්තු', 'නහුතෙට', 'වැඩි', 'කරලා', 'සල්ලිවලින්', 'වෙලාවට', 'දෙපැත්තට', 'පැද්දෙන්නෙ', 'නැතුව', 'ඉල', 'ඇට', 'කඩා', 'ගන්නෙ', 'නැතුව', 'යන්න', 'පුලුවන්', 'විදිහෙ', 'දුම්', 'රිය', 'සේවයක්', 'හදපල්ලා']","['ඕවා', 'සාමාන්\u200dය', 'මගී', 'ජනතාවට', 'යන්න', 'ගෙන්නපුව', 'නෙවෙයි', 'මේවා', 'ගෙන්නන', 'එවුන්ව', 'කාර්\u200dයාල', 'දුම්\u200d', 'රියක', 'දවසක', 'යවන්න', 'දුම්', 'රිය', 'ගාස්තු', 'නහුතෙට', 'වැඩි', 'කරලා', 'සල්ලිවලින්', 'වෙලාවට', 'දෙපැත්තට', 'පැද්දෙන්නෙ', 'නැතුව', 'ඉල', 'ඇට', 'කඩා', 'ගන්නෙ', 'නැතුව', 'යන්න', 'පුලුවන්', 'විදිහෙ', 'දුම්', 'රිය', 'සේවයක්', 'හදපල්ලා']",[],NO
247,"['ape', 'ratata', 'genna', 'ona', 'owa', 'newe', 'hoda', 'hadichcha', 'silachara', 'minissu', 'tikak', 'dan', 'inna', 'un', 'tikawa', 'koheta', 'hari', 'aduwata', 'vikunala', 'dala']",[],"['ape', 'ratata', 'genna', 'ona', 'owa', 'newe', 'hoda', 'hadichcha', 'silachara', 'minissu', 'tikak', 'dan', 'inna', 'un', 'tikawa', 'koheta', 'hari', 'aduwata', 'vikunala', 'dala']",NO
248,"['ඉහල', 'සියට', 'පහලට', 'ආදර්ශය', 'නොදී', 'රටක', 'විනයක්', 'ඇති', 'කල', 'නොහැකසිංගප්පූරුව', 'එය', 'හොඳ', 'ආදර්ශයයිලංකාවෙ', 'ඉහලින්', 'පහලට', 'දෙන', 'යහපත්', 'ආදර්ශය', 'කුමක්']","['ඉහල', 'සියට', 'පහලට', 'ආදර්ශය', 'නොදී', 'රටක', 'විනයක්', 'ඇති', 'කල', 'නොහැකසිංගප්පූරුව', 'එය', 'හොඳ', 'ආදර්ශයයිලංකාවෙ', 'ඉහලින්', 'පහලට', 'දෙන', 'යහපත්', 'ආදර්ශය', 'කුමක්']",[],NO
249,"['ehenm', 'palaweni', 'dawasema', 'train', 'ride', 'ekak', 'yanda', 'oneemokada', 'dawas', 'deka', 'thunak', 'giyata', 'passe', 'owwa', 'mukuth', 'nee', 'ne']",[],"['ehenm', 'palaweni', 'dawasema', 'train', 'ride', 'ekak', 'yanda', 'oneemokada', 'dawas', 'deka', 'thunak', 'giyata', 'passe', 'owwa', 'mukuth', 'nee', 'ne']",NO
